Dataset	Domain	Sent1	Sent2	Sent1_original	Sent2_original
STS2017	track4b.es-en	The writer A?N Wilson announced waggishly that I'd departed because I was forced to drink out of chipped mugs.	The writer A Wilson Waggishly announced that he had left because he was forced to drink stupid splinters.	The writer A?N Wilson announced waggishly that I'd departed because I was forced to drink out of chipped mugs.	El escritor A N waggishly Wilson anunció que había salido porque estaba obligado a beber de astillas tonto.
STS2017	track4b.es-en	In March, 58 senators voted in favor of a non-binding resolution supporting the idea of such an amendment.	In March, 58 senators voted in favor of a non-binding resolution that supports the idea of such an amendment.	In March, 58 senators voted in favor of a non-binding resolution supporting the idea of such an amendment.	En marzo, 58 senadores votaron a favor de una resolución no vinculante que apoyan la idea de dicha enmienda.
STS2017	track4b.es-en	It's a force that suffers low morale, poor readiness and is unable to keep up with potential adversaries.	"It is a force that suffers low morale, poor disposition and is unable to maintain with potential adversaries."	It's a force that suffers low morale, poor readiness and is unable to keep up with potential adversaries.	"Es una fuerza que sufre la baja moral, la mala disposición y es incapaz de mantener con los potenciales adversarios".
STS2017	track4b.es-en	Sales and marketing makes it more successful, so [it's those kinds of people] who end up running companies and the product people get driven out of the decision-making forum.	Sales and marketing makes more successful, so [it's that kind of people] who end up companies and produce that people expelled from the adoption forum.	Sales and marketing makes it more successful, so [it's those kinds of people] who end up running companies and the product people get driven out of the decision-making forum.	Las ventas y comercialización hace más éxito, tan [es ese tipo de gente] que acaban de empresas y el producto que las personas expulsadas del foro de adopción.
STS2017	track4b.es-en	The lawyer who will stand before the court and argue that the law should be thrown out is likely to be Paul Clement, who served as U.S. solicitor general during the George W. Bush administration.	The lawyer who will appear before the court and argue that the law should be expelled is likely to be Paul Clement, who acted as attorney general of the United States during the administration of George W. Bush.	The lawyer who will stand before the court and argue that the law should be thrown out is likely to be Paul Clement, who served as U.S. solicitor general during the George W. Bush administration.	El abogado que van a comparecer ante el tribunal y argumentan que la ley debe ser expulsado es probable que sea Paul Clement, que actuaba como procurador general de los Estados Unidos durante la administración de George W. Bush.
STS2017	track4b.es-en	Lee Howell, the managing director of the World Economic Forum, likewise questioned why India's reserves should be used to keep Greece's numerous and well-paid public sector workers in jobs in poorly managed, loss-making utilities like the railways.	Lee Howell, the managing director of the World Economic Forum, also questioned why India's reserves should be used to keep Greece's numerous and public sector workers in well-paid jobs in poorly managed airline services such as railroads .	Lee Howell, the managing director of the World Economic Forum, likewise questioned why India's reserves should be used to keep Greece's numerous and well-paid public sector workers in jobs in poorly managed, loss-making utilities like the railways.	Lee Howell, el director gerente del Foro Económico Mundial, también cuestionó por qué las reservas de la India debe utilizarse para mantener numerosas de Grecia y los trabajadores del sector público en puestos de trabajo bien remunerados en mal gestionados, aerolínea de los servicios como los ferrocarriles.
STS2017	track4b.es-en	The topic is a sensitive one for military leaders, who do not want to appear ungrateful or at odds with the public they serve.	The issue is delicate for military leaders, who do not want to appear ungrateful or in contradiction with the public they serve.	The topic is a sensitive one for military leaders, who do not want to appear ungrateful or at odds with the public they serve.	El tema es delicado para los dirigentes militares, que no quieren parecer desagradecidos o en contradicción con el público que sirven.
STS2017	track4b.es-en	Half a day in an airport waiting for a flight is pretty tedious, even with the distractions of books, magazines and iPhones (not to mention duty-free shopping).	Half a day at an airport waiting for a flight is quite tedious, even with distractions from books, magazines and iPhones (not to mention tax-free sales).	Half a day in an airport waiting for a flight is pretty tedious, even with the distractions of books, magazines and iPhones (not to mention duty-free shopping).	Medio día en un aeropuerto esperando un vuelo es bastante tediosa, incluso con las distracciones de libros, revistas y iPhones (por no mencionar la venta libre de impuestos).
STS2017	track4b.es-en	The writer A?N Wilson announced waggishly that I'd departed because I was forced to drink out of chipped mugs.	The writer A Wilson Waggishly announced that he had left because he was forced to drink stupid splinters.	The writer A?N Wilson announced waggishly that I'd departed because I was forced to drink out of chipped mugs.	El escritor A N waggishly Wilson anunció que había salido porque estaba obligado a beber de astillas tonto.
STS2017	track4b.es-en	"It was appropriate to do it when the smallest number of people were in the park," he said.	"It is appropriate to do so when the fewest people were in the park," he said.	"It was appropriate to do it when the smallest number of people were in the park," he said.	"Es apropiado hacerlo cuando el menor número de personas estaban en el parque", dijo.
STS2017	track4b.es-en	Before, when you tried to survey people from the British National Party, it would be very difficult to identify them.	"Earlier, when it came to polling people from the British National Party, it would be very difficult to identify them."	Before, when you tried to survey people from the British National Party, it would be very difficult to identify them.	"Antes, cuando se trató de encuesta personas del Partido Nacional Británico, sería muy difícil identificarlos".
STS2017	track4b.es-en	Around 5 a.m., south of Pine Street, one protester jumped on the hood of a police car, and others were seen releasing the air from the tires of a police van.	Around 5 am, south of Pine Street, a protester jumped on the hood of a police car, and others were seen releasing the air from the tires of a police van.	Around 5 a.m., south of Pine Street, one protester jumped on the hood of a police car, and others were seen releasing the air from the tires of a police van.	Alrededor de las 5 de la mañana, al sur de Pine Street, un manifestante saltó sobre el capó de un coche de policía, y otros fueron vistos liberar el aire de las llantas de un furgón de la policía.
STS2017	track4b.es-en	It was uncomfortable, but for me I moved on a little bit after seeing and hearing the suspect.	"It was uncomfortable, but I moved forward a little after seeing and hearing the suspect."	It was uncomfortable, but for me I moved on a little bit after seeing and hearing the suspect.	"Era incómoda, pero a mí me avanzado un poco después de ver y escuchar al sospechoso".
